PLAY "Jouer"
ITEMS_PRAYERBOOKPROTECTION_NAME8 "livre liturgique pour régénérer les blessures"
ITEMS_PRAYERBOOKPROTECTION_NAME9 "livre liturgique pour une aide armée plus forte"
ITEMS_PRAYERBOOKPROTECTION_NAME "livre liturgique pour la protection"
ITEMS_PRAYERBOOKPROTECTION_SHORTNAME10 "aide armée"
ITEMS_PRAYERBOOKPROTECTION_SHORTNAME11 "main-d'œuvre"
ITEMS_PRAYERBOOKPROTECTION_SHORTNAME12 "entraînement au corps à corps"
ITEMS_PRAYERBOOKPROTECTION_SHORTNAME13 "entraînement divin"
ITEMS_PRAYERBOOKPROTECTION_SHORTNAME14 "gardien"
ITEMS_PRAYERBOOKPROTECTION_SHORTNAME15 "Adoxie"
ITEMS_PRAYERBOOKPROTECTION_SHORTNAME1 "force"
ITEMS_PRAYERBOOKPROTECTION_SHORTNAME2 "protection contre les flèches"
ITEMS_PRAYERBOOKPROTECTION_SHORTNAME3 "creuser"
ITEMS_PRAYERBOOKPROTECTION_SHORTNAME4 "entraînement rapide"
ITEMS_PRAYERBOOKPROTECTION_SHORTNAME5 "artisanat rapide"
ITEMS_PRAYERBOOKPROTECTION_SHORTNAME6 "protection contre le feu"
ITEMS_PRAYERBOOKPROTECTION_SHORTNAME7 "protection contre le poison"
ITEMS_PRAYERBOOKPROTECTION_SHORTNAME8 "régénération"
ITEMS_PRAYERBOOKPROTECTION_SHORTNAME9 "aide armée forte"
ITEMS_PRAYERBOOKPROTECTION_SHORTNAME "protection"
ITEMS_PROPHETREMAINS_NAME "restes momifiés de l'ancien prophète Ynnuf Yrewosbe"
ITEMS_PROPHETREMAINS_SHORTNAME "prophète Ynnuf Yrewosbe"
ITEMS_PROPHETSOUP_BLINDNAME "soupe"
ITEMS_PROPHETSOUP_EFFECT1 "Augmente l'expérience de combat de la créature"
ITEMS_PROPHETSOUP_EFFECT "Augmente l'expérience"
ITEMS_PROPHETSOUP_NAME "soupe faite à partir des restes momifiés du prophète"
    "soupes" : plural
ITEMS_PROPHETSOUP_SECONDPERSON "Tu as de fortes crampes d'estomac"
ITEMS_PROPHETSOUP_SHORTNAME "soupe de prophète"
ITEMS_PROPHETSOUP_THIRDPERSON "{1} a de fortes crampes d'estomac."
ITEMS_REDDRAGONSCALES_NAME "écailles de dragon rouge"
ITEMS_ROBE_NAME "robe"
ITEMS_ROCK_NAME "roche"
ITEMS_ROSARYRING_DESCRIPTION "Augmente la capacité du porteur à réciter des prières."
ITEMS_ROSARYRING_NAME "anneau de chapelet"
ITEMS_ROSARYRING_SHORTNAME "chapelet"
ITEMS_SCEPTRE_NAME "sceptre"
ITEMS_SKELETON_NAME1 "restes gelés"
ITEMS_SKELETON_NAME "squelette"
ITEMS_SPEAR_NAME "lance"
ITEMS_SWORD_NAME1 "épée en adamantium"
ITEMS_SWORD_NAME "épée"
ITEMS_SWORD_SHORTNAME "adamantium"
ITEMS_TORCH_NAME "torche à main"
    "torches à main" : plural
ITEMS_UNICORNHORN_NAME "corne de licorne"
ITEMS_WARHAMMER_NAME1 "marteau de guerre en adamantium"
ITEMS_WARHAMMER_NAME "marteau de guerre"
ITEMS_WHITEDRAGONSCALES_NAME "écailles de dragon blanc"
ITEMS_WOODENCROZIER_NAME "crosse en bois"
ITEMS_WOODENSHIELD_NAME "bouclier en bois"
ITEMS_WOODENSHIELD_SHORTNAME "bois"
ITEMS_WOODENSTAFF_NAME1 "bâton en archwood"
ITEMS_WOODENSTAFF_NAME2 "bâton elfique"
ITEMS_WOODENSTAFF_NAME "bâton en bois"
ITEMS_WOODPLANK_NAME "planche de bois"
ITEMS_YELLOWDRAGONSCALES_NAME "écailles de dragon jaune"
ITEMS_ZOMBIEBRAIN_NAME "cerveau de zombie"
ITEMS_ZOMBIESCROLL_EFFECT "?"
ITEMS_ZOMBIESCROLL_NAME "parchemin pourri"

KEEPER_CREATURES_BASENAME1 "Château"
KEEPER_CREATURES_BASENAME2 "Église corrompue"
KEEPER_CREATURES_BASENAME3 "Morts-vivants"
KEEPER_CREATURES_BASENAME4 "Automates"
KEEPER_CREATURES_BASENAME5 "Colonie"
KEEPER_CREATURES_BASENAME6 "Peaux-vertes"
KEEPER_CREATURES_BASENAME7 "Zombies"
KEEPER_CREATURES_BASENAME8 "Ermite"
KEEPER_CREATURES_BASENAME9 "Aventurier"
KEEPER_CREATURES_BASENAME10 "Sorcière"
KEEPER_CREATURES_BASENAME "Classique"

PROMOTIONS_ID10 "Augmente l'entraînement des dégâts de sort de 1."
PROMOTIONS_ID11 "cavalerie"
PROMOTION_KNIGHT_MESSAGE "{1} est promu chevalier."
PROMOTIONS_ID12 "Promouvoir en chevalier."
PROMOTIONS_ID1 "archer"
PROMOTION_DWARF_RANGED_MESSAGE "{1} augmente son rang de combattant à distance."
PROMOTIONS_ID2 "Augmente le niveau d'entraînement maximum en tir à l'arc de 3, ajoute 14 aux dégâts à distance lors de la première application."
PROMOTIONS_ID3 "lanceur de sorts"
PROMOTION_DWARF_SPELL_MESSAGE "{1} augmente son rang de lanceur de sorts."
PROMOTIONS_ID4 "Augmente le niveau d'entraînement maximum en sort de 3, ajoute 14 aux dégâts de sort lors de la première application."
PROMOTIONS_ID5 "artisan"
PROMOTION_DWARF_FORGE_MESSAGE "{1} augmente son rang d'artisan."
PROMOTIONS_ID6 "Augmente les attributs d'artisanat pour tous les ateliers de 8"
PROMOTIONS_ID7 "combattant au corps à corps"
PROMOTIONS_ID8 "Augmente l'entraînement des dégâts de 1."
PROMOTIONS_ID9 "Augmente l'entraînement des dégâts à distance de 1."
PROMOTIONS_ID "Augmente le niveau d'entraînement maximum au corps à corps de 3."
PROMOTIONS "combattant au corps à corps"
PROMOTION_DWARF_MELEE_MESSAGE "{1} augmente son rang de combattant au corps à corps."
RESOURCE_INFO_ADA_NAME "adamantium"
RESOURCE_INFO_ADOXIUM_NAME "adoxium"
RESOURCE_INFO_CORPSE_NAME "cadavres"
RESOURCE_INFO_DEMON_PIETY_NAME "rituels"
RESOURCE_INFO_COOKED_CHILDREN_NAME "enfants cuisinés"
A_CHILD_IS_COOKED "Un enfant tombe dans un chaudron !"
RESOURCE_INFO_INFERNITE_NAME "infernite"
RESOURCE_INFO_IRON_NAME "fer"
RESOURCE_INFO_PRISONER_HEAD_NAME "têtes de prisonniers"
RESOURCE_INFO_STONE_NAME "granit"
RESOURCE_INFO_WOOD_NAME "bois"
RESOURCE_INFO_GOLD_NAME "or"

SPELLS_ACID_STREAM_EFFECT "jet d'acide"
SPELLS_ACID_STREAM_MESSAGE1 "{1} crache de l'acide !"
SPELLS_ACID_STREAM_MESSAGE "Tu craches de l'acide !"
SPELLS_ADOXIE_LEFT_FOOT_EFFECT "pied gauche d'Adoxie"
SPELLS_ADOXIE_LEFT_HAND_EFFECT "main gauche d'Adoxie"
SPELLS_ADOXIE_RIGHT_FOOT_EFFECT "pied droit d'Adoxie"
SPELLS_ADOXIE_RIGHT_HAND_EFFECT "main droite d'Adoxie"
SPELLS_ADVANCED_ANIMATE_CORPSES_EFFECT "animation de cadavres avancée"
SPELLS_ADVANCED_CHICKENMORPH_EFFECT1 "Transforme-toi ou quelqu'un en poulet temporairement !"
SPELLS_ADVANCED_CHICKENMORPH_EFFECT "poulemorphose avancée"
SPELLS_CLUCK_MESSAGE1 "{1} caquette."
SPELLS_CLUCK_MESSAGE "Tu caquettes."
SPELLS_ADVANCED_CURE_POISON_EFFECT "guérison du poison avancée"
SPELLS_ADVANCED_DAMAGE_BONUS_EFFECT "bonus de dégâts avancé"
SPELLS_ADVANCED_DEFENSE_BONUS_EFFECT "bonus de défense avancé"
SPELLS_ADVANCED_EARTH_ELEMENTAL_EFFECT "élémentaire de terre avancé"
SPELLS_ADVANCED_FIRE_ELEMENTAL_EFFECT "élémentaire de feu avancé"
SPELLS_ADVANCED_HASTE_EFFECT "célérité avancée"
SPELLS_ADVANCED_HEALING_EFFECT1 "prière de guérison dévote"
SPELLS_ADVANCED_HEALING_EFFECT "guérison avancée"
SPELLS_ADVANCED_HEALING_MESSAGE1 "{1} récite une prière de guérison dévote."
SPELLS_ADVANCED_HEALING_MESSAGE "Tu récites une prière de guérison dévote."
SPELLS_ADVANCED_HEAL_SPIRIT_EFFECT "guérison de l'esprit avancée"
SPELLS_ADVANCED_INVISIBILITY_EFFECT "invisibilité avancée"
SPELLS_ADVANCED_MAGIC_MISSILE_EFFECT1 "projectile sacré avancé"
SPELLS_ADVANCED_MAGIC_MISSILE_EFFECT "projectile magique avancé"
SPELLS_ADVANCED_TELEPORT_EFFECT "téléportation avancée"
SPELLS_ANIMATE_CORPSES_EFFECT "animer des cadavres"
SPELLS_ANIMATE_WEAPONS_EFFECT "animer des armes"
SPELLS_AUTOMATON_INVISIBILITY_EFFECT "invisibilité"
SPELLS_BALROGS_WHIP_EFFECT1 "Inflige des dégâts magiques et de feu"
SPELLS_BALROGS_WHIP_EFFECT "fouet igné"

HIS_HELPER "son"
    "sa" : feminine
    "son" : neuter

SPELLS_BALROGS_WHIP_MESSAGE1 "{1} fouette avec son fouet !"
SPELLS_BALROGS_WHIP_MESSAGE "Tu fouettes avec ton fouet !"
SPELLS_BANSHEE_SCREAM_MESSAGE1 "{1} pousse un cri qui perce les oreilles !"
SPELLS_BANSHEE_SCREAM_MESSAGE "Tu pousses un cri qui perce les oreilles !"
SPELLS_BERSERKER_EFFECT1 "Transforme-toi en ours !"
SPELLS_BERSERKER_EFFECT "berserker"
SPELLS_BISHOP_AUDIENCE_EFFECT1 "L'évêque invoque sa congrégation"
SPELLS_BISHOP_AUDIENCE_EFFECT "invoquer la congrégation"
SPELLS_BLACK_DRAGON_BLINDNESS_EFFECT "cécité du dragon noir"
SPELLS_BLACK_SMOKE_BREATH_EFFECT "fumée noire"
SPELLS_BLACK_SMOKE_BREATH_MESSAGE1 "{1} exhale de la fumée noire !"
SPELLS_BLACK_SMOKE_BREATH_MESSAGE "Tu exhales de la fumée noire !"
SPELLS_BLINDNESS_EFFECT "cécité"
SPELLS_BLINK_EFFECT "clignement"
SPELLS_BOLSTER_EFFECT "renforcer"
SPELLS_CHICKEN_EFFECT1 "Transforme un ennemi en poulet !"
SPELLS_CHICKEN_EFFECT "poulet"
SPELLS_CHICKENGEDDON_EFFECT1 "Transforme tout le monde aux alentours en poulets temporairement !"
SPELLS_CHICKENGEDDON_EFFECT "poulepocalypse"
SPELLS_CHICKEN_MESSAGE1 "{1} fait une farce !"
SPELLS_CHICKEN_MESSAGE "Tu fais une farce !"
SPELLS_CHICKENMORPH_EFFECT1 "Transforme-toi ou quelqu'un en poulet temporairement !"
SPELLS_CHICKENMORPH_EFFECT "poulemorphose"
SPELLS_CIRCULAR_BLAST_MESSAGE1 "{1} crée une rafale d'air !"
SPELLS_CIRCULAR_BLAST_MESSAGE "Tu crées une rafale d'air !"
SPELLS_CURE_BLINDNESS_EFFECT "guérir la cécité"
SPELLS_CURE_POISON_EFFECT "guérir le poison"
SPELLS_DAMAGE_BONUS_EFFECT1 "prière de force"
SPELLS_DAMAGE_BONUS_EFFECT "bonus de dégâts"
SPELLS_DAMAGE_BONUS_MESSAGE1 "{1} récite une prière de force."
SPELLS_DAMAGE_BONUS_MESSAGE "Tu récites une prière de force."
SPELLS_DEFENSE_BONUS_EFFECT1 "prière de protection"
SPELLS_DEFENSE_BONUS_EFFECT "bonus de défense"
SPELLS_DEFENSE_BONUS_MESSAGE1 "{1} récite une prière de protection."
SPELLS_DEFENSE_BONUS_MESSAGE "Tu récites une prière de protection."
SPELLS_DIG_EFFECT "creuser"
SPELLS_DRAGON_GREETING_EFFECT1 "Salutation spéciale pour les visiteurs invisibles"
SPELLS_DRAGON_GREETING_EFFECT "salutation au visiteur invisible"
SPELLS_EARTH_ELEMENTAL_EFFECT "élémentaire de terre"
SPELLS_ENNOBLEMENT_ID "seigneur vampire"
SPELLS_EXPERT_HEALING_EFFECT "guérison experte"
SPELLS_EXPERT_MAGIC_MISSILE_EFFECT1 "projectile sacré expert"
SPELLS_EXPERT_MAGIC_MISSILE_EFFECT "projectile magique expert"
SPELLS_FIREBALL_EFFECT "boule de feu"
SPELLS_FIRE_BREATH_EFFECT "souffle de feu"
SPELLS_FIRE_BREATH_MESSAGE1 "{1} exhale du feu !"
SPELLS_FIRE_BREATH_MESSAGE "Tu exhales du feu !"
SPELLS_FIRE_ELEMENTAL_EFFECT "élémentaire de feu"
SPELLS_FIRE_SLIMEELEMENTAL_EFFECT "élémentaire de slime de feu"
SPELLS_ELECTRIC_SLIMEELEMENTAL_EFFECT "élémentaire de slime électrique"
SPELLS_ICE_SLIMEELEMENTAL_EFFECT "élémentaire de slime de glace"
SPELLS_FIRE_TRAP_EFFECT "piège de feu"
SPELLS_FIREWALL_EFFECT "mur de feu"
SPELLS_FOG_CLOUD_EFFECT1 "Crée un nuage de brouillard."
SPELLS_FOG_CLOUD_EFFECT "brouillard"
SPELLS_GHOUL_CORPSE_FEAST_EFFECT1 "Augmente les dégâts de sort et la défense de 1 pendant 200 tours après s'être régalé d'un cadavre."
SPELLS_GHOUL_CORPSE_FEAST_EFFECT "se régaler d'un cadavre"
SPELLS_GHOUL_CORPSE_FEAST_MESSAGE1 "{1} commence à se régaler de cadavres."
SPELLS_GHOUL_CORPSE_FEAST_MESSAGE "Tu commences à te régaler de cadavres."
SPELLS_GRANT_WISH_EFFECT "accorder un souhait"
SPELLS_GROUP_HEALING_EFFECT "guérison de groupe"
SPELLS_HEALING_EFFECT "prière de guérison"
SPELLS_HEALING_MESSAGE1 "{1} récite une prière de guérison."
SPELLS_HEALING_MESSAGE "Tu récites une prière de guérison."
SPELLS_HEAL_SPIRIT_EFFECT "guérir l'esprit"
SPELLS_HEAL_SPIRIT_GROUP_EFFECT "guérir l'esprit de groupe"
SPELLS_ICE_CONE_EFFECT "cône de glace"
SPELLS_JUMP_MESSAGE1 "{1} saute."
SPELLS_JUMP_MESSAGE "Tu sautes."
SPELLS_KINGS_CHARGE_EFFECT1 "Tous les alliés dans un rayon de 10 reçoivent +15 aux dégâts. Ne peut être utilisé que par un chef de tribu."
SPELLS_KINGS_CHARGE_EFFECT "charge du roi"
SPELLS_KINGS_CHARGE_SECONDPERSON "Tu n'es pas digne !"
SPELLS_KINGS_CHARGE_THIRDPERSON "{1} n'est pas digne !"
SPELLS_LEYAK_ACID_EFFECT "crachat d'acide"
SPELLS_MAGIC_MISSILE_EFFECT1 "projectile sacré"
SPELLS_MAGIC_MISSILE_EFFECT "projectile magique"
SPELLS_MASS_DAMAGE_BONUS_EFFECT "bonus de dégâts massif"
SPELLS_MASS_DEFENSE_BONUS_EFFECT "bonus de défense massif"
SPELLS_METEOR_SHOWER_EFFECT "pluie de météores"
SPELLS_OIL_BREATH_EFFECT "souffle d'huile"
SPELLS_OIL_BREATH_MESSAGE1 "{1} crache de l'huile !"
SPELLS_OIL_BREATH_MESSAGE "Tu craches de l'huile !"
SPELLS_PACIFY_EFFECT "pacifier"
SPELLS_POISON_BREATH_EFFECT "souffle de poison"
SPELLS_POISON_BREATH_MESSAGE1 "{1} exhale du poison !"
SPELLS_POISON_BREATH_MESSAGE "Tu exhales du poison !"
SPELLS_RALLY_EFFECT "rassemblement"
SPELLS_REPAIR_AUTOMATON_EFFECT1 "Répare les parties cassées de l'automate"
SPELLS_REPAIR_AUTOMATON_EFFECT "réparer l'automate"
SPELLS_REPAIR_AUTOMATON_MESSAGE1 "{1} répare l'automate."
SPELLS_REPAIR_AUTOMATON_MESSAGE "Tu répares l'automate."
SPELLS_SHAPESHIFT_EFFECT1 "Transforme-toi en un monstre aléatoire"
SPELLS_SHAPESHIFT_EFFECT2 "métamorphe"
SPELLS_SHAPESHIFT_EFFECT "changer de forme"
SPELLS_SHOOT_ARROW_EFFECT "tirer une flèche"
SPELLS_SHOOT_ARROW_MESSAGE1 "{1} tire une flèche."
SPELLS_SHOOT_ARROW_MESSAGE "Tu tires une flèche."
SPELLS_SHOOT_ARROW_SECONDPERSON1 "La flèche t'épargne."
SPELLS_SHOOT_ARROW_SECONDPERSON "La flèche te touche."
SPELLS_SHOOT_ARROW_THIRDPERSON1 "La flèche épargne {1}."
SPELLS_SHOOT_ARROW_THIRDPERSON "{1} est touché par la flèche."
SPELLS_SHOOT_BOLT_EFFECT "tirer un carreau"
SPELLS_SHOOT_BOLT_MESSAGE1 "{1} tire un carreau."
SPELLS_SHOOT_BOLT_MESSAGE "Tu tires un carreau."
SPELLS_SHOOT_BOLT_SECONDPERSON1 "Le carreau t'épargne."
SPELLS_SHOOT_BOLT_SECONDPERSON "Le carreau te touche."
SPELLS_SHOOT_BOLT_THIRDPERSON1 "Le carreau épargne {1}."
SPELLS_SHOOT_BOLT_THIRDPERSON "{1} est touché par le carreau."
USE_ABILITY_MESSAGE1 "{1} utilise une capacité."
USE_ABILITY_MESSAGE "Tu utilises une capacité."
SPELLS_SUMMON_MORE_CHICKENS_EFFECT "invoquer plus de poulets"
SPELLS_VETALA_ANIMATE_CORPSES_EFFECT "animer des cadavres"
SPELLS_WARHORSE_HASTE_EFFECT "galoper"
SPELLS_WARHORSE_HASTE_MESSAGE1 "{1} galope."
SPELLS_WARHORSE_HASTE_MESSAGE "Tu galopes."

TEXT "—"
TEXT10 "Tutoriel"
TEXT11 "Mods"
TEXT12 "Les objets assignés suivants sont en conflit avec l'objet choisi. Les retirer de l'équipement ?"
TEXT14 "Touche d'entrée pour :"
TEXT15 "Lors de la navigation dans divers menus, utilise :"
TEXT16 "1. Le D-pad pour déplacer le focus dans la direction choisie."
TEXT17 "2. Le bouton [A] pour confirmer la sélection en cours."
TEXT18 "3. Le bouton [B] pour revenir en arrière ou fermer la boîte de dialogue actuelle."
TEXT19 "4. Le joystick droit pour faire défiler les pages qui ne tiennent pas à l'écran."
TEXT1 "Écris quelque chose"
TEXT20 "Utilisation des montures"
TEXT21 "Voyager"
TEXT22 "En jouant en mode temps réel, utilise :"
TEXT23 "1. Le pavé tactile droit pour déplacer le curseur de la souris."
TEXT24 "2. La gâchette droite pour placer des objets sur la carte."
TEXT25 "3. Le pavé tactile gauche pour accéder à divers sous-menus, comme les bâtiments ou la technologie."
TEXT26 "4. [Y] pour mettre en pause ou reprendre le jeu."
TEXT27 "5. [B] pour ouvrir la liste des niveaux Z."
TEXT28 "6. ["
TEXT29 "☰"
TEXT30 "] pour accéder au menu."
TEXT31 "7. ["
TEXT32 "◻"
TEXT33 "▗"
TEXT34 "] pour ouvrir la carte du monde."
TEXT35 "Pour voir une liste complète des commandes ou appliquer des changements, consulte les paramètres de la manette après avoir appuyé sur le bouton [Steam]."
TEXT36 "En jouant en mode tour par tour, utilise :"
TEXT37 "1. Le stick gauche pour choisir la direction du mouvement et [A] pour avancer d'une case."
TEXT38 "2. Le pavé tactile gauche pour accéder à divers sous-menus et commandes, comme passer le tour, l'inventaire, etc."
TEXT39 "3. Le stick droit pour déplacer la vue de la carte."
TEXT3 "Bâtiments et niveaux Z"
TEXT40 "4. [L1] et [R1] pour monter et descendre entre les niveaux Z."
TEXT41 "Calcul des dégâts"
TEXT42 "Utilisation des zones de garde"
TEXT43 "Commencer une nouvelle partie"
TEXT44 "Créer un nouveau mod"
TEXT45 "Afficher dans l'Atelier Steam"
TEXT46 "0.1x"
TEXT47 "10x"
TEXT48 "["
TEXT49 "-"
TEXT4 "Dans une attaque finale et désespérée, ils s'unissent et cherchent à te débarrasser de ces terres pour toujours."
TEXT50 "]"
TEXT51 "<"
TEXT52 ">"
TEXT53 "Capturer des prisonniers"
TEXT54 "Général"
TEXT55 "Raccourcis clavier"
TEXT56 "Restaurer les valeurs par défaut"
TEXT5 "Choisir le type de base :"
TEXT6 "Choisir ton personnage Gardien :"
TEXT7 "Nom : "
TEXT8 "Nom de la colonie : "
TEXT9 "🔄"
TILE_GAS_TYPES_BLACK_MASS_SMOKE_SECONDPERSON "Tu cries de terreur."
TILE_GAS_TYPES_BLACK_MASS_SMOKE_THIRDPERSON "{1} crie de terreur."
TILE_GAS_TYPES_POISON_GAS_SECONDPERSON "Tu es empoisonné par le gaz."
TILE_GAS_TYPES_POISON_GAS_THIRDPERSON "{1} est empoisonné par le gaz."
WORKSHOP_INFO_FORGE_NAME "forge"
WORKSHOP_INFO_JEWELER_NAME "joaillerie"
WORKSHOP_INFO_LABORATORY_NAME1 "laboratoire enchanté"
WORKSHOP_INFO_LABORATORY_NAME "laboratoire"
WORKSHOP_INFO_MORGUE_NAME "morgue"
WORKSHOP_INFO_SCRIPTORIUM_NAME "scriptorium"
WORKSHOP_INFO_WORKSHOP_NAME "atelier"
WORKSHOPS_MENU_ID1 "cornes"
WORKSHOPS_MENU_TYPE10 "Transforme définitivement un Gardien en une créature aléatoire"
WORKSHOPS_MENU_TYPE11 "plus de feu"
WORKSHOPS_MENU_TYPE12 "bonus mineur de dégâts"
WORKSHOPS_MENU_TYPE13 "bonus mineur de défense"
WORKSHOPS_MENU_TYPE14 "bonus mineur de dégâts à distance"
WORKSHOPS_MENU_TYPE15 "bonus mineur de dégâts de sort"
WORKSHOPS_MENU_TYPE16 "Durée de vie limitée, augmentation des dégâts"
WORKSHOPS_MENU_TYPE17 "Durée de vie limitée à 2000 tours, +10 aux dégâts."
WORKSHOPS_MENU_TYPE18 "Durée de vie limitée, augmentation de la défense"
WORKSHOPS_MENU_TYPE19 "Durée de vie limitée à 2000 tours, +10 à la défense."
WORKSHOPS_MENU_TYPE20 "Durée de vie limitée, augmentation des dégâts à distance"
WORKSHOPS_MENU_TYPE21 "Durée de vie limitée à 2000 tours, +10 aux dégâts à distance."
WORKSHOPS_MENU_TYPE22 "Durée de vie limitée, augmentation des dégâts de sort"
WORKSHOPS_MENU_TYPE23 "Durée de vie limitée à 2000 tours, +10 aux dégâts de sort."
WORKSHOPS_MENU_TYPE24 "bonus majeur de dégâts"
WORKSHOPS_MENU_TYPE25 "bonus majeur de défense"
WORKSHOPS_MENU_TYPE26 "bonus majeur de dégâts à distance"
WORKSHOPS_MENU_TYPE27 "bonus majeur de dégâts de sort"
WORKSHOPS_MENU_TYPE5 "crocs venimeux"
WORKSHOPS_MENU_TYPE6 "Fait développer à la victime une paire de crocs venimeux"
WORKSHOPS_MENU_TYPE7 "cornes"
WORKSHOPS_MENU_TYPE8 "Fait développer à la victime une paire de cornes"
WORKSHOPS_MENU_TYPE9 "polymorphie du Gardien"
WORKSHOPS_MENU_TYPE "folie massive"
PROTECTION_FROM "protection contre {1}"
PROTECTED_FROM "protégé contre {1}"
YOU_ACQUIRE_THE_SKILL_OF "Tu acquiers la compétence de {1}."
ACQUIRES_THE_SKILL_OF "{1} acquiert la compétence de {2}."
YOU_LOSE_THE_SKILL_OF "Tu perds la compétence de {1}."
LOSES_THE_SKILL_OF "{1} perd la compétence de {2}."
HATE_OF "haine envers {1}"
HATES_ALL "déteste tous les {1}."
HATE_DEBUFF_DESCRIPTION "Rend la créature hostile envers tous les {1}."
FULL_OF_HATRED "plein de haine"
YOUR_HATRED_IS_GONE "Ta haine a disparu."
HIS_HATRED_IS_GONE "La haine de {1} a disparu."
RESISTANCE_BUFF_NAME "résistance à {1}"
RESISTANT_TO "résistant à {1}"
RESISTANCE_BUFF_DESCRIPTION "La défense de la créature contre les attaques de {1} augmente de 30%."
VULNERABILITY_BUFF_NAME "vulnérabilité à {1}"
VULNERABLE_TO "vulnérable à {1}"
VULNERABILITY_BUFF_DESCRIPTION "La défense de la créature contre les attaques de {1} diminue de 23%."
IMMUNITY_BUFF_NAME "immunité à {1}"
IMMUNE_TO "immunisé contre {1}"
IMMUNITY_BUFF_DESCRIPTION "La créature est immunisée contre les attaques de {1}."
BUFFS_ACID_RESISTANT_NAME "acide"
BUFFS_AMBUSH_SKILL_ADJECTIVE "embusqué"
BUFFS_AMBUSH_SKILL_DESCRIPTION "Peut se cacher et tendre une embuscade aux ennemis. Appuie sur 'h' pour te cacher sur une case qui le permet."
BUFFS_AMBUSH_SKILL_NAME "embuscade"
BUFFS_BRIDGE_BUILDING_SKILL_ADJECTIVE "constructeur de ponts"
BUFFS_BRIDGE_BUILDING_SKILL_DESCRIPTION "La créature essaiera de construire des ponts en se déplaçant."
BUFFS_BRIDGE_BUILDING_SKILL_NAME "construction de ponts"
BUFFS_COLD_RESISTANT_NAME "froid"
BUFFS_CONFESSING_SKILL_ADJECTIVE "confesseur"
BUFFS_CONFESSING_SKILL_DESCRIPTION "Peut écouter les confessions."
BUFFS_CONFESSING_SKILL_NAME "écouter les confessions"
BUFFS_CONSUMPTION_SKILL_ADJECTIVE "absorbe"
BUFFS_CONSUMPTION_SKILL_DESCRIPTION "Peut absorber d'autres créatures et conserver leurs attributs."
BUFFS_CONSUMPTION_SKILL_NAME "absorption"
BUFFS_COPULATION_SKILL_ADJECTIVE "copule"
BUFFS_COPULATION_SKILL_DESCRIPTION "Peut copuler avec d'autres créatures et donner naissance à des rejetons horribles."
BUFFS_COPULATION_SKILL_NAME "copulation"
BUFFS_CROPS_SKILL_ADJECTIVE "fermier"
BUFFS_CROPS_SKILL_DESCRIPTION "Peut cultiver des récoltes."
BUFFS_CROPS_SKILL_NAME "agriculture"
BUFFS_DAM_BONUS_ADJECTIVE "dangereux"
BUFFS_DEF_BONUS_ADJECTIVE "protégé"
BUFFS_DEMON_RESISTANCE_NAME "démons"
BUFFS_DISARM_TRAPS_SKILL_ADJECTIVE "désamorce les pièges"
BUFFS_DISARM_TRAPS_SKILL_DESCRIPTION "Peut esquiver les pièges et les désamorcer."
BUFFS_DISARM_TRAPS_SKILL_NAME "désamorçage de pièges"
BUFFS_DISTILLATION_SKILL_ADJECTIVE "distillateur"
BUFFS_DISTILLATION_SKILL_DESCRIPTION "Peut distiller de l'alcool."
BUFFS_DISTILLATION_SKILL_NAME "distillation"
BUFFS_DIVINE_DIGGING_ADJECTIVE "excavateur divin"
BUFFS_DIVINE_DIGGING_NAME "excavation divine"
BUFFS_DIVINE_PROTECTION_ADJECTIVE "protégé"
BUFFS_DIVINE_PROTECTION_NAME "protection divine"
BUFFS_DIVINE_STRENGTH_ADJECTIVE "fort"
BUFFS_DIVINE_STRENGTH_NAME "force divine"
BUFFS_DRAGON_RESISTANCE_NAME "dragons"
BUFFS_ELF_RESISTANCE_NAME "elfes"
BUFFS_EXPLORE_CAVES_SKILL_ADJECTIVE "explore les cavernes"
BUFFS_EXPLORE_CAVES_SKILL_DESCRIPTION "Peut explorer les cavernes."
BUFFS_EXPLORE_CAVES_SKILL_NAME "exploration de cavernes"
BUFFS_EXPLORE_NOCTURNAL_SKILL_ADJECTIVE "explore la nuit"
BUFFS_EXPLORE_NOCTURNAL_SKILL_DESCRIPTION "Peut explorer les environs la nuit."
BUFFS_EXPLORE_NOCTURNAL_SKILL_NAME "exploration nocturne"
BUFFS_EXPLORE_SKILL_ADJECTIVE "explore"
BUFFS_EXPLORE_SKILL_DESCRIPTION "Peut explorer les environs."
BUFFS_EXPLORE_SKILL_NAME "exploration"
BUFFS_FIRE_RESISTANT_NAME "feu"
BUFFS_GREENSKIN_RESISTANCE_NAME "peaux-vertes"
BUFFS_HATE_DEMONS_NAME "démons"
BUFFS_HATE_DRAGONS_NAME "dragons"
BUFFS_HATE_DWARVES_NAME "nains"
BUFFS_HATE_ELVES_NAME "elfes"
BUFFS_HATE_GREENSKINS_NAME "peaux-vertes"
BUFFS_HATE_HUMANS_NAME "humains"
BUFFS_HATE_LIZARDMEN_NAME "hommes-lézards"
BUFFS_HATE_CHILDREN_NAME "enfants"
BUFFS_HATE_UNDEAD_NAME "morts-vivants"
BUFFS_LIZARDMEN_RESISTANCE_NAME "hommes-lézards"
BUFFS_MAGIC_RESISTANCE_NAME "magie"
BUFFS_MELEE_RESISTANCE_NAME "corps à corps"
